,Loan_ID,Loan_Status,Gender,Married,Locality,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
484,LP100009,N,Male,No,District 9,0,Graduate,No,16795,891,186,360,1,Semiurban
485,LP100010,N,Male,Yes,District 9,0,Graduate,No,19981,601,128,360,1,Semiurban
486,LP100011,N,Female,No,District 9,0,Graduate,No,17764,898,187,360,1,Semiurban
487,LP100012,Y,Male,Yes,District 9,0,Graduate,No,17592,773,290,360,1,Semiurban
488,LP100013,N,Male,No,District 9,0,Graduate,No,15194,901,278,360,1,Semiurban
489,LP100014,N,Male,No,District 9,0,Graduate,No,18520,693,274,360,1,Semiurban
490,LP100015,N,Female,No,District 9,0,Graduate,No,15618,614,263,360,1,Semiurban
491,LP100016,N,Male,Yes,District 9,0,Graduate,No,18738,723,260,360,1,Semiurban
492,LP100017,Y,Male,Yes,District 9,0,Graduate,No,18481,533,149,360,1,Semiurban
493,LP100018,N,Male,Yes,District 9,0,Graduate,No,17544,959,113,360,1,Semiurban
494,LP100019,N,Male,Yes,District 9,0,Graduate,No,19646,613,164,360,1,Semiurban
495,LP100020,N,Female,No,District 9,0,Graduate,No,15625,882,269,360,1,Semiurban
496,LP100021,N,Male,Yes,District 9,0,Graduate,No,18849,707,250,360,1,Semiurban
497,LP100022,N,Male,No,District 9,0,Graduate,No,15877,733,198,360,1,Semiurban
498,LP100023,N,Male,No,District 9,0,Graduate,No,18697,811,262,360,1,Semiurban
499,LP100024,N,Female,Yes,District 9,0,Graduate,No,17214,645,220,360,1,Semiurban
500,LP100025,N,Male,Yes,District 9,0,Graduate,No,17915,736,191,360,1,Semiurban
501,LP100026,N,Male,Yes,District 9,0,Graduate,No,17991,724,188,360,1,Semiurban
502,LP100027,N,Male,Yes,District 9,0,Graduate,No,19275,531,224,360,1,Semiurban
503,LP100028,N,Male,No,District 9,0,Graduate,No,15414,780,146,360,1,Semiurban
504,LP100029,N,Male,Yes,District 9,0,Graduate,No,17233,732,294,360,1,Semiurban
505,LP100030,N,Male,No,District 9,0,Graduate,No,15578,719,236,360,1,Semiurban
506,LP100031,N,Male,Yes,District 9,0,Graduate,No,16095,802,123,360,1,Semiurban
507,LP100032,N,Female,No,District 9,0,Graduate,No,19452,558,200,360,1,Semiurban
508,LP100033,N,Male,Yes,District 9,0,Graduate,No,15097,672,197,360,1,Semiurban
509,LP100034,N,Male,Yes,District 9,0,Graduate,No,15830,544,179,360,1,Semiurban
510,LP100035,N,Male,Yes,District 9,0,Graduate,No,18901,601,296,360,1,Semiurban
511,LP100036,N,Female,No,District 9,0,Graduate,No,17568,866,191,360,1,Semiurban
512,LP100037,N,Male,Yes,District 9,0,Graduate,No,19738,572,234,360,1,Semiurban
513,LP100038,N,Male,No,District 9,0,Graduate,No,17033,560,120,360,1,Semiurban
514,LP100039,N,Male,Yes,District 9,0,Graduate,No,16711,668,165,360,1,Semiurban
515,LP100040,N,Male,Yes,District 9,0,Graduate,No,16836,915,215,360,1,Semiurban
516,LP100041,N,Female,No,District 9,0,Graduate,No,16962,872,234,360,1,Semiurban
517,LP100042,N,Male,Yes,District 9,0,Graduate,No,17932,651,185,360,1,Semiurban
518,LP100043,N,Male,No,District 9,0,Graduate,No,19960,620,282,360,1,Semiurban
519,LP100044,N,Male,Yes,District 9,0,Graduate,No,18129,832,164,360,1,Semiurban
520,LP100045,N,Female,Yes,District 9,0,Graduate,No,15931,865,292,360,1,Semiurban
521,LP100046,N,Male,No,District 9,0,Graduate,No,17090,895,284,360,1,Semiurban
522,LP100047,N,Male,Yes,District 9,0,Graduate,No,17084,644,194,360,1,Semiurban
523,LP100048,N,Male,No,District 9,0,Graduate,No,16420,709,216,360,1,Semiurban
524,LP100049,N,Male,No,District 9,0,Graduate,No,18843,823,267,360,1,Semiurban
525,LP100050,N,Male,No,District 9,0,Graduate,No,18320,817,230,360,1,Semiurban
526,LP100051,N,Male,No,District 9,0,Graduate,No,19939,571,106,360,1,Semiurban
527,LP100052,N,Male,Yes,District 9,0,Graduate,No,19342,502,128,360,1,Semiurban
528,LP100053,N,Female,No,District 9,0,Graduate,No,17555,563,178,360,1,Semiurban
529,LP100054,N,Male,No,District 9,0,Graduate,No,15413,572,130,360,1,Semiurban
530,LP100055,N,Male,Yes,District 9,0,Graduate,No,19055,556,270,360,1,Semiurban
531,LP100056,N,Male,No,District 9,0,Graduate,No,17289,589,269,360,1,Semiurban
532,LP100057,N,Female,Yes,District 9,0,Graduate,No,17223,710,141,360,1,Semiurban
533,LP100058,N,Male,No,District 9,0,Graduate,No,15792,609,120,360,1,Semiurban
534,LP100059,N,Male,No,District 9,0,Graduate,No,18299,859,215,360,1,Semiurban
535,LP100060,N,Male,Yes,District 9,0,Graduate,No,19694,944,250,360,1,Semiurban
536,LP100061,N,Male,No,District 9,0,Graduate,No,17011,743,185,360,1,Semiurban
537,LP100062,N,Female,No,District 9,0,Graduate,No,16182,682,177,360,1,Semiurban
538,LP100063,N,Male,No,District 9,0,Graduate,No,16867,754,177,360,1,Semiurban
539,LP100064,N,Male,Yes,District 9,0,Graduate,No,15220,894,107,360,1,Semiurban
540,LP100065,N,Male,No,District 9,0,Graduate,No,19406,893,269,360,1,Semiurban
541,LP100066,N,Female,No,District 9,0,Graduate,No,17627,907,242,360,1,Semiurban
542,LP100067,N,Male,No,District 9,0,Graduate,No,17896,686,220,360,1,Semiurban
543,LP100068,N,Male,Yes,District 9,0,Graduate,No,18817,994,298,360,1,Semiurban
544,LP100069,N,Male,No,District 9,0,Graduate,No,17695,971,259,360,1,Semiurban
545,LP100070,N,Male,Yes,District 9,0,Graduate,No,17988,862,177,360,1,Semiurban
546,LP100071,Y,Male,Yes,District 9,0,Graduate,No,15256,510,294,360,1,Semiurban
547,LP100072,N,Male,No,District 9,0,Graduate,No,19783,566,150,360,1,Semiurban
548,LP100073,N,Male,No,District 9,0,Graduate,No,15982,516,153,360,1,Semiurban
549,LP100074,N,Female,Yes,District 9,0,Graduate,No,19268,549,181,360,1,Semiurban
550,LP100075,N,Male,Yes,District 9,0,Graduate,No,18259,821,215,360,1,Semiurban
551,LP100076,N,Male,Yes,District 9,0,Graduate,No,17814,665,274,360,1,Semiurban
552,LP100077,N,Male,No,District 9,0,Graduate,No,19563,868,223,360,1,Semiurban
553,LP100078,N,Female,Yes,District 9,0,Graduate,No,18668,762,177,360,1,Semiurban
554,LP100079,N,Male,Yes,District 9,0,Graduate,No,19096,810,238,360,1,Semiurban
555,LP100080,N,Male,Yes,District 9,0,Graduate,No,15262,544,242,360,1,Semiurban
556,LP100081,N,Male,Yes,District 9,0,Graduate,No,19710,516,141,360,1,Semiurban
557,LP100082,N,Male,No,District 9,0,Graduate,No,16631,889,216,360,1,Semiurban
558,LP100083,N,Female,No,District 9,0,Graduate,No,17600,678,162,360,1,Semiurban
559,LP100084,N,Male,Yes,District 9,0,Graduate,No,17409,691,197,360,1,Semiurban
560,LP100085,N,Male,No,District 9,0,Graduate,No,19526,852,172,360,1,Semiurban
561,LP100086,N,Male,No,District 9,0,Graduate,No,17619,902,150,360,1,Semiurban
562,LP100087,N,Female,Yes,District 9,0,Graduate,No,16839,882,279,360,1,Semiurban
563,LP100088,N,Male,No,District 9,0,Graduate,No,15456,592,187,360,1,Semiurban
564,LP100089,N,Male,Yes,District 9,0,Graduate,No,19987,902,245,360,1,Semiurban
565,LP100090,N,Male,No,District 9,0,Graduate,No,17444,607,145,360,1,Semiurban
566,LP100091,N,Male,Yes,District 9,0,Graduate,No,15316,784,240,360,1,Semiurban
567,LP100092,N,Male,Yes,District 9,0,Graduate,No,16367,648,190,360,1,Semiurban
568,LP100093,N,Male,No,District 9,0,Graduate,No,16850,868,110,360,1,Semiurban
569,LP100094,N,Male,No,District 9,0,Graduate,No,16375,792,223,360,1,Semiurban
570,LP100095,N,Female,No,District 9,0,Graduate,No,17691,777,274,360,1,Semiurban
571,LP100096,N,Male,No,District 9,0,Graduate,No,15744,867,284,360,1,Semiurban
572,LP100097,N,Male,Yes,District 9,0,Graduate,No,17046,675,241,360,1,Semiurban
573,LP100098,N,Male,No,District 9,0,Graduate,No,16672,592,233,360,1,Semiurban
574,LP100099,N,Female,Yes,District 9,0,Graduate,No,17509,938,166,360,1,Semiurban
575,LP100100,N,Male,Yes,District 9,0,Graduate,No,17527,639,169,360,1,Semiurban
576,LP100101,N,Male,No,District 9,0,Graduate,No,18475,929,216,360,1,Semiurban
577,LP100102,N,Male,No,District 9,0,Graduate,No,19112,820,233,360,1,Semiurban
578,LP100103,N,Male,No,District 9,0,Graduate,No,15854,505,124,360,1,Semiurban
579,LP100104,N,Female,Yes,District 9,0,Graduate,No,19018,813,243,360,1,Semiurban
580,LP100105,N,Male,No,District 9,0,Graduate,No,18077,819,198,360,1,Semiurban
581,LP100106,N,Male,No,District 9,0,Graduate,No,19786,872,191,360,1,Semiurban
582,LP100107,N,Male,No,District 9,0,Graduate,No,16906,929,275,360,1,Semiurban
583,LP100108,N,Female,Yes,District 9,0,Graduate,No,19852,848,150,360,1,Semiurban
584,LP100109,N,Male,Yes,District 9,0,Graduate,No,19965,724,214,360,1,Semiurban
585,LP100110,N,Male,Yes,District 9,0,Graduate,No,17050,653,174,360,1,Semiurban
586,LP100111,N,Male,Yes,District 9,0,Graduate,No,15978,733,132,360,1,Semiurban
587,LP100112,N,Male,Yes,District 9,0,Graduate,No,19316,607,209,360,1,Semiurban
588,LP100113,N,Male,Yes,District 9,0,Graduate,No,15760,500,219,360,1,Semiurban
589,LP100114,N,Male,Yes,District 9,0,Graduate,No,15297,516,134,360,1,Semiurban
590,LP100115,N,Male,No,District 9,0,Graduate,No,16475,540,192,360,1,Semiurban
591,LP100116,N,Female,No,District 9,0,Graduate,No,17403,576,249,360,1,Semiurban
592,LP100117,N,Male,No,District 9,0,Graduate,No,15025,821,207,360,1,Semiurban
593,LP100118,Y,Male,Yes,District 9,0,Graduate,No,18108,880,156,360,1,Semiurban
594,LP100119,N,Male,No,District 9,0,Graduate,No,15429,640,206,360,1,Semiurban
595,LP100120,N,Female,Yes,District 9,0,Graduate,No,15355,555,161,360,1,Semiurban
596,LP100121,N,Male,No,District 9,0,Graduate,No,17663,626,144,360,1,Semiurban
597,LP100122,N,Male,No,District 9,0,Graduate,No,15910,933,107,360,1,Semiurban
598,LP100123,N,Male,No,District 9,0,Graduate,No,16117,865,149,360,1,Semiurban
599,LP100124,N,Male,Yes,District 9,0,Graduate,No,16615,546,272,360,1,Semiurban
600,LP100125,N,Female,Yes,District 9,0,Graduate,No,17842,656,111,360,1,Semiurban
601,LP100126,N,Male,Yes,District 9,0,Graduate,No,15377,953,217,360,1,Semiurban
602,LP100127,N,Male,Yes,District 9,0,Graduate,No,15396,501,246,360,1,Semiurban
603,LP100128,N,Male,No,District 9,0,Graduate,No,19846,943,116,360,1,Semiurban
604,LP100129,N,Female,No,District 9,0,Graduate,No,17321,994,288,360,1,Semiurban
605,LP100130,N,Male,Yes,District 9,0,Graduate,No,16500,959,235,360,1,Semiurban
606,LP100131,N,Male,No,District 9,0,Graduate,No,16723,936,113,360,1,Semiurban
607,LP100132,N,Male,Yes,District 9,0,Graduate,No,15465,808,245,360,1,Semiurban
608,LP100133,N,Male,No,District 9,0,Graduate,No,18495,994,145,360,1,Semiurban
609,LP100134,N,Male,No,District 9,0,Graduate,No,18550,834,291,360,1,Semiurban
610,LP100135,N,Male,No,District 9,0,Graduate,No,17088,588,196,360,1,Semiurban
611,LP100136,N,Male,Yes,District 9,0,Graduate,No,16040,824,161,360,1,Semiurban
612,LP100137,N,Female,No,District 9,0,Graduate,No,17691,525,147,360,1,Semiurban
613,LP100138,N,Male,Yes,District 9,0,Graduate,No,17761,886,165,360,1,Semiurban
614,LP100139,N,Male,No,District 9,0,Graduate,No,16967,653,167,360,1,Semiurban
615,LP100140,N,Male,No,District 9,0,Graduate,No,17893,724,250,360,1,Semiurban
616,LP100141,N,Female,Yes,District 9,0,Graduate,No,18739,994,100,360,1,Semiurban
617,LP100142,N,Male,No,District 9,0,Graduate,No,15584,755,123,360,1,Semiurban
618,LP100143,N,Male,Yes,District 9,0,Graduate,No,16275,597,117,360,1,Semiurban
619,LP100144,N,Male,Yes,District 9,0,Graduate,No,18964,726,128,360,1,Semiurban
620,LP100145,N,Male,Yes,District 9,0,Graduate,No,19051,944,144,360,1,Semiurban
621,LP100146,N,Female,No,District 9,0,Graduate,No,17590,732,201,360,1,Semiurban
622,LP100147,N,Male,Yes,District 9,0,Graduate,No,17141,948,168,360,1,Semiurban
623,LP100148,N,Male,No,District 9,0,Graduate,No,15292,939,143,360,1,Semiurban
624,LP100149,Y,Male,No,District 9,0,Graduate,No,15896,926,185,360,1,Semiurban
625,LP100150,N,Female,No,District 9,0,Graduate,No,18748,738,215,360,1,Semiurban
626,LP100151,N,Male,No,District 9,0,Graduate,No,17711,671,237,360,1,Semiurban
627,LP100152,N,Male,Yes,District 9,0,Graduate,No,18495,628,265,360,1,Semiurban
628,LP100153,N,Male,No,District 9,0,Graduate,No,16800,588,297,360,1,Semiurban
629,LP100154,N,Male,Yes,District 9,0,Graduate,No,17441,769,260,360,1,Semiurban
630,LP100155,N,Male,No,District 9,0,Graduate,No,18616,996,211,360,1,Semiurban
631,LP100156,N,Male,No,District 9,0,Graduate,No,19258,703,173,360,1,Semiurban
632,LP100157,N,Male,No,District 9,0,Graduate,No,15970,653,289,360,1,Semiurban
633,LP100158,N,Female,Yes,District 9,0,Graduate,No,18615,652,140,360,1,Semiurban
634,LP100159,N,Male,No,District 9,0,Graduate,No,19491,730,195,360,1,Semiurban
635,LP100160,N,Male,Yes,District 9,0,Graduate,No,19686,791,298,360,1,Semiurban
636,LP100161,N,Male,No,District 9,0,Graduate,No,16141,761,138,360,1,Semiurban
637,LP100162,N,Female,Yes,District 9,0,Graduate,No,17718,585,133,360,1,Semiurban
638,LP100163,N,Male,No,District 9,0,Graduate,No,15833,954,117,360,1,Semiurban
639,LP100164,N,Male,Yes,District 9,0,Graduate,No,17225,937,235,360,1,Semiurban
640,LP100165,N,Male,No,District 9,0,Graduate,No,15984,689,246,360,1,Semiurban
641,LP100166,N,Male,No,District 9,0,Graduate,No,15117,623,130,360,1,Semiurban
642,LP100167,N,Female,No,District 9,0,Graduate,No,19794,975,106,360,1,Semiurban
643,LP100168,N,Male,No,District 9,0,Graduate,No,15811,694,254,360,1,Semiurban
644,LP100169,N,Male,Yes,District 9,0,Graduate,No,15409,979,137,360,1,Semiurban
645,LP100170,N,Male,Yes,District 9,0,Graduate,No,19033,690,263,360,1,Semiurban
646,LP100171,N,Female,Yes,District 9,0,Graduate,No,18490,719,146,360,1,Semiurban
647,LP100172,N,Male,No,District 9,0,Graduate,No,18600,643,143,360,1,Semiurban
648,LP100173,N,Male,No,District 9,0,Graduate,No,16744,725,121,360,1,Semiurban
649,LP100174,N,Male,Yes,District 9,0,Graduate,No,19928,561,204,360,1,Semiurban
650,LP100175,Y,Male,No,District 9,0,Graduate,No,19811,598,135,360,1,Semiurban
651,LP100176,Y,Male,Yes,District 9,0,Graduate,No,18867,887,185,360,1,Semiurban
652,LP100177,N,Male,No,District 9,0,Graduate,No,17613,731,264,360,1,Semiurban
653,LP100178,N,Male,Yes,District 9,0,Graduate,No,16528,912,198,360,1,Semiurban
654,LP100179,N,Female,Yes,District 9,0,Graduate,No,19319,822,187,360,1,Semiurban
655,LP100180,N,Male,Yes,District 9,0,Graduate,No,17961,571,124,360,1,Semiurban
656,LP100181,N,Male,Yes,District 9,0,Graduate,No,18060,886,194,360,1,Semiurban
657,LP100182,N,Male,Yes,District 9,0,Graduate,No,17905,517,232,360,1,Semiurban
658,LP100183,N,Female,Yes,District 9,0,Graduate,No,19717,613,205,360,1,Semiurban
659,LP100184,N,Male,Yes,District 9,0,Graduate,No,16564,854,210,360,1,Semiurban
660,LP100185,N,Male,Yes,District 9,0,Graduate,No,19526,723,136,360,1,Semiurban
661,LP100186,N,Male,Yes,District 9,0,Graduate,No,15745,787,100,360,1,Semiurban
662,LP100187,N,Male,Yes,District 9,0,Graduate,No,16665,505,118,360,1,Semiurban
663,LP100188,N,Female,No,District 9,0,Graduate,No,18597,551,265,360,1,Semiurban
664,LP100189,N,Male,No,District 9,0,Graduate,No,18921,691,135,360,1,Semiurban
665,LP100190,N,Male,Yes,District 9,0,Graduate,No,17157,715,281,360,1,Semiurban
666,LP100191,N,Male,No,District 9,0,Graduate,No,18435,789,219,360,1,Semiurban
667,LP100192,N,Female,Yes,District 9,0,Graduate,No,17033,677,231,360,1,Semiurban
668,LP100193,N,Male,No,District 9,0,Graduate,No,16638,813,251,360,1,Semiurban
669,LP100194,N,Male,No,District 9,0,Graduate,No,18696,651,293,360,1,Semiurban
670,LP100195,Y,Male,No,District 9,0,Graduate,No,18836,958,177,360,1,Semiurban
671,LP100196,N,Male,No,District 9,0,Graduate,No,19774,723,145,360,1,Semiurban
672,LP100197,N,Male,No,District 9,0,Graduate,No,17226,724,229,360,1,Semiurban
673,LP100198,N,Male,Yes,District 9,0,Graduate,No,19649,851,275,360,1,Semiurban
674,LP100199,N,Male,No,District 9,0,Graduate,No,19769,670,115,360,1,Semiurban
675,LP100200,N,Female,No,District 9,0,Graduate,No,15883,793,285,360,1,Semiurban
